Gene,p_val_high_vs_low,avg_logFC_high_vs_low,pct_1_high_vs_low,pct_2_high_vs_low,p_val_adj_high_vs_low
NSG1,0.4716038909826974,-0.00382778777928015,0.026,0.029,1.0
NEO1,0.4717334391275265,-0.004708477820136073,0.039,0.044,1.0
TCTE3,0.47173475883705424,-0.0029392574148750794,0.011,0.013,1.0
NVL,0.47268119803396347,-0.004599655268927298,0.054,0.06,1.0
RTL6,0.4727560733933487,0.0020139467330780245,0.037,0.034,1.0
TAF1B,0.4734901828968019,0.0060989993270903,0.067,0.06,1.0
NDST2,0.4739923213533909,0.003946106836705737,0.037,0.034,1.0
WDR78,0.4740527635168629,-0.003590859100220079,0.012,0.015,1.0
PHF1,0.4741958293441525,0.008066734506532697,0.105,0.096,1.0
AL136115.2,0.4742750543430077,0.0026673501765924557,0.009,0.006,1.0
ZMYND15,0.4742750543434122,0.0026673501765924557,0.009,0.006,1.0
AC239799.2,0.47458345321894035,-0.005361220028018726,0.028,0.033,1.0
MTF2,0.4747358474666756,-0.006140961860978733,0.162,0.171,1.0
PARD6A,0.47486047759992134,0.004616562496272934,0.026,0.021,1.0
AL450992.2,0.4749145919795952,0.004333397345709814,0.001,0.0,1.0
NLRX1,0.4752596619864512,-0.004521109928589194,0.02,0.024,1.0
AC011921.1,0.4753668681116416,-0.002310480258447616,0.004,0.007,1.0
AC005306.1,0.47536686811168205,-0.002310480258447616,0.004,0.007,1.0
CDH26,0.47536686811220896,-0.002310480258447616,0.004,0.007,1.0
AP003486.1,0.47536686811226303,-0.002310480258447616,0.004,0.007,1.0
CYFIP2,0.47537420999567404,-0.0016087184934685268,0.014,0.016,1.0
IL33,0.47567099564727716,-0.003962651562224271,0.003,0.005,1.0
AC004816.1,0.47587435428503,0.005191844698905879,0.054,0.048,1.0
BATF2,0.4760745167467604,0.001351646264400267,0.017,0.015,1.0
NRAV,0.47634863246281145,0.006418338979130057,0.065,0.058,1.0
AC025171.3,0.4765346344263196,-0.001657289935177061,0.002,0.004,1.0
MPP7-DT,0.4765346344263398,-0.001657289935177061,0.002,0.004,1.0
KCNIP2,0.4765346344263465,-0.001657289935177061,0.002,0.004,1.0
IGHV3-7,0.47653463442638716,-0.001657289935177061,0.002,0.004,1.0
AP000254.2,0.4765346344264346,-0.001657289935177061,0.002,0.004,1.0
AC099518.4,0.47653463442646854,-0.001657289935177061,0.002,0.004,1.0
CYP46A1,0.4765346344264956,-0.001657289935177061,0.002,0.004,1.0
AC005899.6,0.47653463442656335,-0.001657289935177061,0.002,0.004,1.0
TPSAB1,0.4767575785322465,-0.020448482055653694,0.0,0.001,1.0
CENPM,0.47684592322349995,-0.007751934674784661,0.127,0.129,1.0
GGA3,0.47769765918812046,-0.0025191042955939116,0.029,0.032,1.0
ZADH2,0.4778913390495223,0.004582170159467713,0.041,0.037,1.0
NOTUM,0.4779318053417047,-0.0019965582114075714,0.0,0.001,1.0
GEMIN5,0.47813950720082565,-0.004823098668043181,0.023,0.028,1.0
ATP6V0A4,0.4782319444831066,-0.001977867582838362,0.005,0.006,1.0
DCXR-DT,0.4785753018550945,3.3539224125067287E-4,0.001,0.001,1.0
JAM3,0.47857530185521013,3.3539224125067287E-4,0.001,0.001,1.0
LINC01096,0.4785753018552135,3.3539224125067287E-4,0.001,0.001,1.0
SPRR2F,0.4785753018552135,-3.314976362326625E-4,0.001,0.001,1.0
NLRC4,0.4785753018552169,3.3539224125067287E-4,0.001,0.001,1.0
GDF3,0.4785753018552169,-3.314976362326625E-4,0.001,0.001,1.0
BCLAF3,0.4786678792133304,-0.005703861304626731,0.034,0.04,1.0
PXYLP1,0.4788116116224887,0.0010124328670395484,0.009,0.008,1.0
CLIC4,0.4789531332148748,0.00992069359013767,0.136,0.125,1.0
SUMF2,0.4790019323745717,-0.00947409031047064,0.236,0.249,1.0
DOCK10,0.4790637628873089,1.625759731660719E-5,0.006,0.007,1.0
LINC00862,0.4791143396021819,-0.00295495783686761,0.008,0.011,1.0
AUTS2,0.47949591822207827,0.0017108644036294973,0.061,0.062,1.0
CAMSAP3,0.47976970768228544,0.003315012396532112,0.024,0.021,1.0
GPR42,0.47986144771924694,-0.0013312221921865305,0.0,0.001,1.0
MIR31HG,0.47994285732209546,7.316955836880953E-4,0.04,0.038,1.0
USP20,0.4799608478018765,-0.0029184678915813098,0.015,0.017,1.0
TMEM177,0.47996330060397385,-0.005994651630880178,0.038,0.045,1.0
PIGO,0.4801293678256036,-0.003106566091592468,0.039,0.043,1.0
AC099343.3,0.4802775198202065,-0.0038619701566592855,0.021,0.024,1.0
PARVG,0.4804184308860446,1.5488558933715417E-5,0.007,0.006,1.0
IGHV3-11,0.4808830073921462,-0.0036519820470747506,0.001,0.002,1.0
MHENCR,0.4812274068154375,0.0026585884247589883,0.036,0.033,1.0
AC008549.2,0.4813667536535305,0.0013471030662114865,0.013,0.011,1.0
GPR146,0.4814876991805802,0.002997216846425366,0.011,0.008,1.0
PRSS36,0.48148769918074447,0.002997216846425366,0.011,0.008,1.0
FRRS1,0.48148769918104556,0.002997216846425366,0.011,0.008,1.0
IGHM,0.48222680899948506,-0.003931485047131993,0.008,0.007,1.0
ABHD10,0.4824876507379398,0.003632656413556621,0.031,0.028,1.0
GIMAP4,0.48271105704381534,3.552073835867784E-4,0.008,0.006,1.0
AC117382.2,0.4832511254875565,-6.594491822506645E-4,0.002,0.002,1.0
AC006213.1,0.4832863891771857,-0.002633306069019568,0.006,0.009,1.0
AL132639.2,0.48328638917746036,-0.002633306069019568,0.006,0.009,1.0
AC090617.5,0.4834454749135643,0.0010022816738438829,0.001,0.0,1.0
LINC01480,0.48344547491358825,0.0010022816738438829,0.001,0.0,1.0
PLXNB3,0.483445474913633,0.0010022816738438829,0.001,0.0,1.0
EXO5,0.4835402485219064,-0.0012913143364517068,0.011,0.013,1.0
DDX54,0.4835593719930245,-0.0016321993780726018,0.166,0.17,1.0
MB21D2,0.4836889236721003,-6.505029002011964E-4,0.005,0.006,1.0
OVOL2,0.4842167297409616,-0.001848720170822854,0.035,0.037,1.0
COQ8B,0.4845532848776801,-7.627961065184985E-4,0.075,0.077,1.0
OLFM4,0.48462341511182927,-0.010526862650217364,0.019,0.016,1.0
AARSD1,0.4852831087923236,-0.001319223338826836,0.175,0.179,1.0
KLRB1,0.4853578804659471,0.006902277777128877,0.008,0.009,1.0
RIN2,0.48543094826380045,-0.0069558555716791315,0.156,0.166,1.0
AC092118.1,0.4854481202883446,-0.00198503717033055,0.003,0.004,1.0
NTNG2,0.4856461866414442,-9.983881069039766E-4,0.0,0.001,1.0
AFAP1L1,0.4856628704490411,-6.007998757617053E-4,0.022,0.021,1.0
HARS,0.4860350798210571,0.004086862695900667,0.138,0.136,1.0
GOSR2,0.48604795461961536,0.0043700573025121925,0.141,0.138,1.0
AC024560.4,0.48647833600279405,0.003651849461067806,0.016,0.013,1.0
SLC35D1,0.48648746014893374,-0.003214974864696893,0.02,0.023,1.0
NUDT18,0.4865661493288964,0.003976211059110267,0.019,0.015,1.0
NPIPB11,0.4868805543692071,-0.0039006254431144666,0.015,0.019,1.0
AC112496.1,0.48695889268858766,0.0013368923538895894,0.002,0.001,1.0
BX322562.1,0.48709186797251314,-0.0012901185619058446,0.011,0.013,1.0
PPP1R35,0.4870949056047848,-0.003651128436579887,0.157,0.164,1.0
NANOS1,0.4873095789388374,0.0020044398309867527,0.007,0.005,1.0
AP003119.3,0.4879504438031203,0.0016711661560317777,0.004,0.003,1.0
AC026689.1,0.4879504438032175,0.0016711661560317777,0.004,0.003,1.0
KREMEN2,0.48817752331200714,-0.003277294879285568,0.009,0.012,1.0
KCNMB4,0.48839726490905155,-9.719154319973895E-4,0.008,0.009,1.0
NSMAF,0.48841725170457906,-0.005574122248354081,0.05,0.057,1.0
OSGIN2,0.48842989742060283,-7.192435263337904E-4,0.085,0.088,1.0
C9orf43,0.4884794782418683,0.001013308281931538,0.01,0.008,1.0
BMP2K,0.48873673517336313,-9.372655474213162E-4,0.018,0.02,1.0
GPR65,0.48878797461900836,0.003657500359843212,0.009,0.006,1.0
AARS,0.48879908188528715,0.004540437953611899,0.06,0.056,1.0
WDR47,0.48900027110076055,-0.0016022452599654888,0.016,0.018,1.0
PPT2,0.4890002711008439,-0.0016022452599654888,0.016,0.018,1.0
VPS18,0.4891764008544267,0.003941969890549693,0.041,0.037,1.0
PPP1R3G,0.48974688292819313,0.0026672404596244023,0.009,0.006,1.0
SNX22,0.4897468829283602,0.0026672404596244023,0.009,0.006,1.0
AP001267.3,0.4897468829291953,0.0026672404596244023,0.009,0.006,1.0
ZNF567,0.4899672722743413,-0.003380056115740486,0.048,0.052,1.0
SH2D2A,0.490660520873529,0.002005972321370184,0.012,0.009,1.0
RNF2,0.4908020986603211,0.006414496823361329,0.065,0.06,1.0
PITPNM1,0.4910332735954551,0.003922102953182578,0.054,0.049,1.0
AC023157.3,0.49113761500175956,0.0036423957116033245,0.162,0.152,1.0
NMNAT2,0.49116094311904734,-0.003586958505574377,0.012,0.016,1.0
AC124016.1,0.4911984865819136,0.001680536994657443,0.019,0.017,1.0
PLEKHA2,0.49136802381395966,0.0058781662219471315,0.037,0.032,1.0
CCDC71L,0.4915832578204801,-0.006589724676648166,0.041,0.047,1.0
LANCL2,0.4917628830027497,-0.004811469006782417,0.024,0.029,1.0
AC072061.1,0.4918156575320886,-0.0029532087319720183,0.008,0.011,1.0
CCDC150,0.4918156575320886,-0.0029532087319720183,0.008,0.011,1.0
PFN4,0.4918156575322842,-0.0029532087319720183,0.008,0.011,1.0
CTDP1,0.49188582750599585,-0.0012663675468187405,0.018,0.02,1.0
ZNF654,0.4918880189673752,-0.006494019650724346,0.053,0.06,1.0
HSPBAP1,0.4920122909648033,-0.0021253880105874534,0.045,0.048,1.0
AC010327.7,0.4925598682058,0.002003778684671527,0.005,0.003,1.0
CYTH4,0.492559868205814,0.002003778684671527,0.005,0.003,1.0
GYG2,0.4925598682061219,0.002003778684671527,0.005,0.003,1.0
MALINC1,0.49303102422335715,-0.0022920476369201245,0.008,0.01,1.0
AC239868.1,0.4933619635113078,0.0029969983543245895,0.011,0.008,1.0
PYCARD-AS1,0.49345161447247493,-0.004541321165963199,0.016,0.02,1.0
CAPN10,0.4935551058472569,0.005553565790775775,0.04,0.034,1.0
DUSP7,0.49362666120398574,0.002010273836041028,0.025,0.023,1.0
LINC02018,0.49417478660252057,0.002336059797547852,0.011,0.009,1.0
ALG8,0.4942249049643558,2.380521345414638E-4,0.108,0.11,1.0
MOK,0.4946243580267061,-0.007725511947886871,0.177,0.187,1.0
FBXO28,0.4946480023741556,-0.004567011229325506,0.059,0.065,1.0
SIPA1L1,0.4947137798148814,0.006352749888163603,0.08,0.075,1.0
AP004609.3,0.4947406777121006,0.004302628769588625,0.019,0.015,1.0
RGL4,0.4952810166259381,4.668233637007951E-6,0.002,0.002,1.0
C10orf88,0.4953065579474377,0.002990510082686571,0.021,0.018,1.0
AC012306.2,0.49530655794777556,0.002990510082686571,0.021,0.018,1.0
ZNF525,0.49530655794777556,0.002990510082686571,0.021,0.018,1.0
SLC25A38,0.4953174003340089,-0.007044872036217731,0.062,0.07,1.0
CAMTA2,0.4953981866895801,-0.001904690319111637,0.022,0.024,1.0
AC090192.2,0.4957663449609203,-0.0019836013469686103,0.003,0.005,1.0
CLUH,0.4958495938144495,-0.002118290551832429,0.047,0.05,1.0
TOX3,0.49589261560399717,-0.0022737606806138653,0.012,0.014,1.0
CNKSR1,0.4959425865231338,0.005667881749978246,0.104,0.096,1.0
PITPNA-AS1,0.49610289223455195,-0.007598824773926149,0.069,0.077,1.0
AC004837.4,0.4963998497865381,-0.0023089386005949895,0.005,0.007,1.0
SLC26A9,0.49639984978658047,-0.0023089386005949895,0.005,0.007,1.0
ANKRD31,0.4963998497865945,-0.0023089386005949895,0.005,0.007,1.0
DLX3,0.4963998497867215,-0.0023089386005949895,0.005,0.007,1.0
AL133245.1,0.4963998497868344,-0.0023089386005949895,0.005,0.007,1.0
SNX20,0.49643726001366806,4.668233637007951E-6,0.002,0.002,1.0
AK4,0.49714484994449437,0.002336059797547807,0.087,0.083,1.0
ZNF776,0.4972555514703485,-0.004206325330994579,0.018,0.022,1.0
YY2,0.4975054266249512,-9.697283369516623E-4,0.009,0.01,1.0
MAP3K6,0.49752434905466575,-5.233543826543285E-4,0.049,0.05,1.0
MICA,0.4976344251702048,-0.005185128900807828,0.06,0.066,1.0
EZH2,0.4976699384897312,0.002026988554166387,0.076,0.072,1.0
SSC4D,0.4978514547603598,0.002336059797547651,0.011,0.009,1.0
GATC,0.4980317122879689,-0.003190512451294078,0.083,0.087,1.0
NECAB3,0.49807990093122456,0.0036050955008527508,0.052,0.049,1.0
ZNF316,0.4981200970137297,1.141893389710047E-4,0.05,0.051,1.0
TNFAIP8,0.4982001361977966,0.009060248267497434,0.128,0.118,1.0
MYO7A,0.49821272414955403,-6.485220896336593E-4,0.006,0.007,1.0
SLC25A20,0.4982205976965349,0.0026648449394212157,0.016,0.014,1.0
LLGL1,0.49825963899991993,-0.0015970819492893105,0.017,0.019,1.0
EIF2B5,0.49846763453245346,-0.012917976078193477,0.124,0.132,1.0
AOAH,0.49847870026439545,0.001671387124356763,0.005,0.003,1.0
BNIPL,0.4985048465433046,-3.2351623821096857E-4,0.003,0.004,1.0
ZNF616,0.4987671460012484,-0.0019019253555807095,0.022,0.025,1.0
TMTC3,0.49887303031433544,0.0058154243704227615,0.057,0.05,1.0
AC135050.6,0.4990555524460466,-0.0026316603043865985,0.006,0.009,1.0
ZNF501,0.4990555524461033,-0.0026316603043865985,0.006,0.009,1.0
RUNDC3B,0.4990555524461884,-0.0026316603043865985,0.006,0.009,1.0
AP001033.2,0.49905555244633026,-0.0026316603043865985,0.006,0.009,1.0
AC011468.5,0.4990555524465005,-0.0026316603043865985,0.006,0.009,1.0
IDUA,0.499227484686064,0.004261605963742733,0.041,0.037,1.0
DNAJB5,0.49931944649180005,0.002004659628814776,0.008,0.006,1.0
ZNF75D,0.499329368851395,-0.003585010132903698,0.013,0.016,1.0
AC027279.1,0.49941667876324985,0.003974061801786222,0.02,0.016,1.0
PRMT3,0.49949971329928167,-0.0024909809507681346,0.035,0.038,1.0
KLF8,0.499537754693517,-0.0019836013469686103,0.003,0.005,1.0
LINC02021,0.49953775469357387,-0.0019836013469686103,0.003,0.005,1.0
AP003168.2,0.4995377546936022,-0.0019836013469686103,0.003,0.005,1.0
LRRK2,0.49953775469368744,-0.0019836013469686103,0.003,0.005,1.0
STK32A,0.49953775469371575,-0.0019836013469686103,0.003,0.005,1.0
RBAKDN,0.4995377546937868,-0.0019836013469686103,0.003,0.005,1.0
AC008467.1,0.4995377546938293,-0.0019836013469686103,0.003,0.005,1.0
ZNF610,0.49953775469385775,-0.0019836013469686103,0.003,0.005,1.0
AC026801.2,0.49992266499984117,-0.0032698905803932848,0.01,0.014,1.0
TBL1X,0.5001639333430921,-0.0015349127780731955,0.033,0.035,1.0
ZNF558,0.5003838651981827,-0.0015957932363526751,0.017,0.019,1.0
AL109615.2,0.5004066123936299,0.0016702808115701675,0.003,0.002,1.0
MPEG1,0.5004615913527118,0.0023360597975479016,0.004,0.003,1.0
CENPX,0.5005734559013715,-0.017968048232628986,0.328,0.34,1.0
ABITRAM,0.5005737810254745,0.004877357226220423,0.053,0.047,1.0
DNMBP,0.5006454617454018,0.00613353271552175,0.055,0.05,1.0
OSCP1,0.500865812172535,0.001696264510208427,0.043,0.041,1.0
TMPRSS2,0.5009123706452271,-0.003731338665721222,0.04,0.044,1.0
ZKSCAN8,0.5010231462485693,-0.00450547201916893,0.022,0.026,1.0
FARSB,0.5010459696116719,-0.0049814029721077235,0.13,0.137,1.0
DDR2,0.5011901973393971,6.757572411523168E-4,0.004,0.005,1.0
FPR1,0.5012431819132298,0.002005645124130446,0.009,0.008,1.0
NUP214,0.5016014051176254,-0.0070890806620352645,0.057,0.064,1.0
TSHZ2,0.5021655367595175,0.0034615523192824127,0.149,0.142,1.0
TEX9,0.5025172779914525,-0.004304280807878029,0.049,0.054,1.0
NSMCE4A,0.5027490460425298,-9.489961655075457E-4,0.112,0.115,1.0
KIAA0232,0.5027923169185562,0.0029191501930770913,0.135,0.135,1.0
XPOT,0.5029478284147499,1.134838707101335E-4,0.048,0.05,1.0
CAMKK2,0.503046294294169,-0.005270949943524485,0.049,0.054,1.0
PRNCR1,0.5030768549159119,-0.004195642065667363,0.019,0.023,1.0
FBXO16,0.5038766215854648,-0.0038985789375684393,0.015,0.018,1.0
AL138762.1,0.5039483395106379,-0.0029514607831355524,0.008,0.011,1.0
PDK1,0.5043259238888784,0.004609157058163473,0.029,0.025,1.0
AC009118.2,0.5043529979686425,0.002667130815304568,0.009,0.007,1.0
PGAP3,0.5045467398330508,-0.004370016747239039,0.042,0.046,1.0
LAMTOR5-AS1,0.5047129546684357,0.0029967800065859654,0.012,0.009,1.0
HMCN2,0.5050082913909731,0.0013368923538895894,0.003,0.001,1.0
SYNGR4,0.5050082913910307,0.0013368923538895894,0.003,0.001,1.0
AL451123.1,0.5050082913910736,0.0013368923538895894,0.003,0.001,1.0
AL031673.1,0.5050082913910879,0.0013368923538895894,0.003,0.001,1.0
AL732437.3,0.5050082913911096,0.0013368923538895894,0.003,0.001,1.0
AC124242.1,0.5050082913911167,0.0013368923538895894,0.003,0.001,1.0
AC012555.1,0.5050082913911239,0.0013368923538895894,0.003,0.001,1.0
AC017083.2,0.5050082913911239,0.0013368923538895894,0.003,0.001,1.0
LCLAT1,0.5065023063262579,0.0032895002003006657,0.05,0.048,1.0
GIMAP5,0.506543602779045,3.420411906834382E-4,0.004,0.004,1.0
ENG,0.5065685823565419,0.003623061262195179,0.038,0.033,1.0
MIEF2,0.5065904430285718,-0.0035062158266806406,0.026,0.03,1.0
NADK2,0.5070759231036982,0.004612853755549984,0.028,0.023,1.0
AC003102.1,0.5072545533162212,-0.003583063041647079,0.013,0.017,1.0
CEP131,0.5072710373967679,-0.0038944899530883523,0.016,0.02,1.0
CCDC93,0.5072995331873984,-0.005159290721019796,0.064,0.07,1.0
LCK,0.5073548096960573,0.0023360597975479406,0.008,0.006,1.0
CNNM3,0.5074789171626721,-0.005309724501885514,0.043,0.049,1.0
SLC46A3,0.5074824117245739,0.0023360597975478114,0.007,0.005,1.0
FMR1-IT1,0.5074824117248189,0.0023360597975478114,0.007,0.005,1.0
COLQ,0.5075824478284426,0.0013372250216471693,0.003,0.002,1.0
FCGR3B,0.5076112257320805,0.0010080383540284924,0.005,0.004,1.0
TAGAP,0.5077947252472228,0.0033286157102995276,0.008,0.006,1.0
EFNA5,0.5078004590437944,-0.011125406546784955,0.143,0.153,1.0
PGPEP1,0.5078129148979617,-0.0020915249180593898,0.052,0.055,1.0
GPRIN3,0.5082862468711937,0.0013418592185558314,0.007,0.006,1.0
CYYR1,0.5085380820426292,-0.0023213005837443923,0.002,0.003,1.0
USP25,0.5086298803034612,-0.0040927633727827276,0.036,0.039,1.0
ZNF674-AS1,0.5087835630038366,0.0013503524727886077,0.016,0.015,1.0
OXCT2,0.5089234101653531,-3.226323634453942E-4,0.004,0.004,1.0
PKD1,0.5095160481790375,-0.0017915853706495163,0.048,0.051,1.0
RC3H1-IT1,0.5095945969093054,0.002336059797547743,0.009,0.007,1.0
AL390066.1,0.5097421958940429,-0.001327557955519411,0.001,0.003,1.0
NR2E3,0.5097421958940792,-0.001327557955519411,0.001,0.003,1.0
DYDC2,0.5097421958941009,-0.001327557955519411,0.001,0.003,1.0
KIRREL1-IT1,0.5097421958941081,-0.001327557955519411,0.001,0.003,1.0
AC018529.2,0.5097421958941154,-0.001327557955519411,0.001,0.003,1.0
C15orf56,0.509742195894137,-0.001327557955519411,0.001,0.003,1.0
AL139424.2,0.5097421958941516,-0.001327557955519411,0.001,0.003,1.0
C9orf153,0.5097421958941516,-0.001327557955519411,0.001,0.003,1.0
AC016026.2,0.509742195894166,-0.001327557955519411,0.001,0.003,1.0
AC072039.2,0.5097421958941734,-0.001327557955519411,0.001,0.003,1.0
LINC00683,0.5097421958941734,-0.001327557955519411,0.001,0.003,1.0
CYP19A1,0.5097421958941805,-0.001327557955519411,0.001,0.003,1.0
C6orf163,0.5097421958941878,-0.001327557955519411,0.001,0.003,1.0
FAM218A,0.5097421958941878,-0.001327557955519411,0.001,0.003,1.0
PCDH11Y,0.5097421958941951,-0.001327557955519411,0.001,0.003,1.0
MROH7,0.5097421958942022,-0.001327557955519411,0.001,0.003,1.0
ZNF451-AS1,0.5097421958942094,-0.001327557955519411,0.001,0.003,1.0
RASGRF2-AS1,0.5097421958942385,-0.001327557955519411,0.001,0.003,1.0
DRAXIN,0.5097421958942965,-0.001327557955519411,0.001,0.003,1.0
AL928970.1,0.5097421958943109,-0.001327557955519411,0.001,0.003,1.0
AL157786.1,0.5097421958943182,-0.001327557955519411,0.001,0.003,1.0
AC022509.1,0.5097421958943471,-0.001327557955519411,0.001,0.003,1.0
SEMA6C,0.5097421958943471,-0.001327557955519411,0.001,0.003,1.0
AL158151.1,0.5097421958943544,-0.001327557955519411,0.001,0.003,1.0
TNFRSF13C,0.5097421958943834,-0.001327557955519411,0.001,0.003,1.0
ITGA9,0.509742195894434,-0.001327557955519411,0.001,0.003,1.0
GHET1,0.5097421958944631,-0.001327557955519411,0.001,0.003,1.0
AL162274.1,0.5097421958944992,-0.001327557955519411,0.001,0.003,1.0
GLIPR1L2,0.5097421958944992,-0.001327557955519411,0.001,0.003,1.0
UBA6-AS1,0.509800370730845,-0.0035043202040839112,0.026,0.03,1.0
PRMT6,0.5098619060201082,0.002988588368825259,0.024,0.021,1.0
CDK8,0.5100347552572914,-0.0015893623185576806,0.019,0.021,1.0
TF,0.510047308873512,-6.465439048359885E-4,0.006,0.007,1.0
ZNF18,0.5100473088737585,-6.465439048359885E-4,0.006,0.007,1.0
SIAE,0.5102105049084292,-0.0043529283532488736,0.045,0.049,1.0
AC022167.3,0.5103108851179133,0.0016707237783267744,0.004,0.002,1.0
AC092611.1,0.5103108851179641,0.0016707237783267744,0.004,0.002,1.0
AC092115.3,0.5103108851180148,0.0016707237783267744,0.004,0.002,1.0
HIST1H2AM,0.5103108851180367,0.0016707237783267744,0.004,0.002,1.0
AC130456.2,0.5103108851180802,0.0016707237783267744,0.004,0.002,1.0
SIRPB2,0.5103108851180947,0.0016707237783267744,0.004,0.002,1.0
EGF,0.5103108851182252,0.0016707237783267744,0.004,0.002,1.0
STX4,0.5105876705509311,0.00411173354022569,0.122,0.12,1.0
GGT6,0.5110033180546829,0.002654480433895351,0.047,0.045,1.0
TEK,0.511149906184274,-0.0013263381699543649,0.002,0.003,1.0
ACKR2,0.5111499061844047,-0.0013263381699543649,0.002,0.003,1.0
CCDC157,0.5111681036808408,0.0010343999977519697,0.026,0.024,1.0
DPY19L3,0.511263152367638,0.002988375541487523,0.024,0.022,1.0
SLC8A1,0.5116115038397078,0.0016757758514722929,0.01,0.01,1.0
ZFYVE9,0.5117466033933641,-0.0034704081290896013,0.033,0.036,1.0
AP001160.1,0.5123175912275122,0.004939380499853631,0.025,0.02,1.0
NIPAL3,0.5123768255416176,0.00864902229373625,0.11,0.101,1.0
KCTD9,0.5124205985328851,0.004854159963496342,0.06,0.056,1.0
SLA,0.5127115038828759,0.0033269764764838564,0.01,0.007,1.0
G2E3,0.5127824833380313,0.001715712383112744,0.073,0.072,1.0
SLC25A30,0.5132535825422814,0.0023360597975477636,0.009,0.008,1.0
